UserTags,TimeStamps,Tweets,Replies,Retweets,Likes
"Black Lives Matter
@Blklivesmatter
·
Mar 31, 2023",2023-03-31T16:10:49.000Z,"Racism and inequities in health care have forced Black women and Black birthing people to experience poor reproductive, prenatal, and postpartum health outcomes -- more than any other racial or ethnic group. (1/2)",13,19,56
"Black Lives Matter
@Blklivesmatter
·
Mar 31, 2023",2023-03-31T16:10:49.000Z,"Providing holistic, patient-centered care that is responsive to the needs of Black pregnant folk is essential. (2/2)",2,5,25
"AFROPUNK
@afropunk
·
Mar 31, 2023",2023-03-31T14:19:30.000Z,"Today marks Trans Day of Visibility!

It is a time to celebrate trans and non-binary persons while also raising awareness of the community's worldwide oppression.

Trans rights are human rights.",4,206,543
"NBJC
@NBJContheMove
·
Mar 31, 2023",2023-03-31T15:20:33.000Z,"Flowers is a photo series created by and for the transgender community to highlight Black femmes their stories and experiences. 

#Flowers #GivingFlowers 
Check these beautiful stories: https://nbjc.org/flowers/",1,11,34
"Interrupting Criminalization
@interruptcrim
·
Mar 30, 2023",2023-03-30T16:35:41.000Z,"""The fight for trans and reproductive justice are fights for bodily autonomy, gender justice, and self-determination—the very things that challenge and undermine the power structures and institutions that extreme right groups need.""",1,33,68
"Prison Policy Init.
@PrisonPolicy
·
Mar 31, 2023",2023-03-31T15:17:00.000Z,"Here is how much people in 43 states are forced to pay to send ONE electronic message to an incarcerated loved one. (Typically, there is a character limit, and one message isn't enough.)

In the 14 states that have banned physical mail, it's virtually the only option.",19,279,422
"The Associated Press
@AP
·
Mar 31, 2023",2023-03-30T21:42:11.000Z,BREAKING: Donald Trump’s lawyer says he has been indicted. The case involving payments made during his 2016 presidential campaign to silence claims of an extramarital sexual encounter is the first criminal case against a former U.S. president.,956,4.9K,13K
"AFRICAN & BLACK HISTORY
@AfricanArchives
·
Mar 23, 2023",2023-03-23T14:35:13.000Z,"At 16, Yvette Stevens joined the Black Panther Party. She was responsible selling the Black Panther newspaper & helping start the free breakfast program for children.

You might know her by another name: CHAKA KHAN!

Happy 70th Birthday to Grammy Award winning singer Chaka Khan!",524,21K,115K
"Movement 4 Black Lives
@Mvmnt4BlkLives
·
Mar 23, 2023",2023-03-23T15:30:59.000Z,"As a part of Black Feminisms Month, we’re highlighting Black women radicals who have shaped our movements for liberation. Today and every day, we are grateful for Assata Shakur’s leadership. #WomensHistoryMonth",6,43,128
"philip lewis
@Phil_Lewis_
·
Mar 23, 2023",2023-03-23T12:25:00.000Z,"Listen to the women behind the Montgomery bus boycott tell their story in their own words. 

“The bus boycott was not about sitting next to white people. It was about sitting anywhere you please""",32,2.1K,5.1K
"Black Lives Matter
@Blklivesmatter
·
Mar 23, 2023",2023-03-23T17:23:06.000Z,And this is why school board elections are so important…,10,98,317
"Black Lives Matter
@Blklivesmatter
·
Mar 17, 2023",2023-03-16T21:37:27.000Z,"Call it what it is:  the facts behind SVB’s collapse make for a far less fantastical narrative than a bank––one largely used by venture capitalists like the right-wing Peter Thiel, no less––overspending on anti-capitalist causes.

https://vanityfair.com/news/2023/03/gop-silicon-valley-bank-failure-black-lives-matter/amp…",23,8,28
"Black Lives Matter
@Blklivesmatter
·
Mar 16, 2023",2023-03-16T20:59:01.000Z,"""[The bill language is] so vague that HBCUs or other institutions period who have Black fraternities and sororities on their campuses can practically say we will no longer be supporting you on our campuses based off of this law.” says, Sen. 
@ShevrinJones",13,18,35
"No Comps
@NewBlackMan
·
Mar 10, 2023",2023-03-10T17:25:03.000Z,"'Juliana Pache was tired of not seeing Black culture and language represented in crossword puzzles, so she did something about it.'

Black Crossword Is Celebrating The Culture In A Simple And Impactful Way",24,19,54
"Kandist
@kandistmallett
·
Mar 9, 2023",2023-03-09T17:51:16.000Z,"Now that Georgia is amping up domestic terror charges against forest defenders, it's important to understand how the crackdown on Cop City connects to the longer trend of state repression of social movements.

My latest:

https://kandist.substack.com/p/solidarity-is-how-you-counter-state…",22,371,800
"#StopCopCity
@micahinATL
·
Mar 9, 2023",2023-03-09T19:18:36.000Z,"“
@BlackVotersMtr
 is in Atlanta...We are not outside ‘agitators.’...Our staff live in ATL & are impacted by decisions being made regarding Cop City. When you build a movement & get outside support from people outside the country, they try to demonize it.”",13,101,251
"Legal Defense Fund
@NAACP_LDF
·
Mar 2, 2023",2023-03-02T13:43:05.000Z,"15-year-old Claudette Colvin was arrested in Montgomery, Alabama #OTD in 1955 for refusing to give up her seat to a white woman on a crowded, segregated bus. Her actions along with others, would spark the bus boycott to follow later that year.",5,54,252
"Working Families Party
@WorkingFamilies
·
Mar 2, 2023",2023-03-02T03:00:26.000Z,"“[Feminism] has to involve a consciousness of capitalism and racism and colonialism and post colonialities and ability and more genders than we can even imagine, and more sexualities than we ever thought we could name.” -Angela Davis

Happy #WomensHistoryMonth.",17,109,357
"Kate Cagle
@KateCagle
·
Mar 2, 2023",2023-03-01T21:36:02.000Z,"Breaking: Special counsel report calls deputy gangs a 'cancer' inside the Los Angeles County Sheriff's Department following a historic series of investigative hearings in 2022.

The report found alleged active deputy gangs in at least four stations.",33,383,828
"Black Lives Matter
@Blklivesmatter
·
Mar 2, 2023",2023-03-02T18:31:44.000Z,"When you preorder a book, it’s a clear message to the publisher that there is demand for that author’s work & it has political resonance. 

We  abolitionist writers and we hope you do too! Pre-order their books today!",9,9,33
"Waikinya J.S. Clanton
@WJSClanton
·
Mar 2, 2023",2023-03-02T13:18:34.000Z,"I am so sorry to this Sister for what she has had to endure by #CapitolPolice in #JXN. No one deserves to be harassed like this and unfortunately this is only the beginning if we don’t #StopHB1020 Intimidation is violence.  
@DelbertHosemann
 have you seen this?",3,43,95
"NAACP
@NAACP
·
Feb 28, 2023",2023-02-28T15:32:27.000Z,"""#StudentDebt cancellation is an investment in our country's future."" —
@wordsofwiz27
 at the People's Rally for Student Debt Cancellation

Watch it live herehttp://bit.ly/3Znl861

#CancelStudentDebt #PeopleForCancellation",66,64,178
"Flirt Cobain
@MAD_lines
·
Feb 28, 2023",2023-02-28T13:09:23.000Z,"If this whole student debt relief thing is confusing to you, you're not alone. 

all you need to know is student debt cancellation is LEGAL. the same authority that's been used to put a pause on the payments, allows biden to cancel all fed student debt!",23,51,198
"#NABJ Headquarters
@NABJ
·
Feb 27, 2023",2023-02-27T16:32:30.000Z,"NABJ mourns the loss of Lorenzo “Lo” Jelks, Atlanta’s first Black television reporter 
@wsbtv
. He opened the door for many Black journalists and helped to change the industry. He was inducted into the 2022 Atlanta Press Club Hall of Fame. We extend our condolences to his family.",3,77,249
"Kamau Franklin
@kamaufranklin
·
Feb 21, 2023",2023-02-21T03:21:43.000Z,"Malcolm X was assassinated on Feb. 21, 58 years ago. The state killed him via his own people & took credit for it in COINTELPRO documents because he was a revolutionary. He was organizing in the US & abroad, from a UN petition to talks w/ Che to support insurgencies in the Congo",50,2.1K,7K
"AJ+
@ajplus
·
Feb 21, 2023",2023-02-20T23:10:08.000Z,"The FBI paid an informant tens of thousands of dollars to infiltrate racial justice movements during the 2020 Black Lives Matter protests in Denver.

To create division, he accused activists of working with the police, and set up others to be arrested.",249,7.4K,11K
"Interrupting Criminalization
@interruptcrim
·
Feb 21, 2023",2023-02-20T22:17:01.000Z,"""I want us to think about the abolitionist project as an expansive one."" — 
@prisonculture
 https://teenvogue.com/story/mariame-kaba-andrea-ritchie-no-more-police… #NoMorePolice",,22,45
"YES! Magazine
@yesmagazine
·
Feb 21, 2023",2023-02-20T21:52:35.000Z,"Once a dumping ground for trash and industrial pollution, Platte Farm Open Space now has gardens, trails, and play areas enjoyed by the whole community.",2,5,20
"Maurice W
@iamMauriceW
·
Feb 20, 2023",2023-02-20T19:04:41.000Z,"Did you know Sesame Street was a direct result of the Civil Rights Movement. Based on a Harlem street, the show was created for Black & Latino people as a way of showing them a positive image of themselves as well as compensating for lack of school resources in those communities.",15,295,1.3K
"Ibram X. Kendi
@ibramxk
·
Feb 20, 2023",2023-02-20T16:15:15.000Z,"On #PresidentsDay, it is important to recall that at least twelve U.S. presidents enslaved Black people, eight while in office. Two-thirds of the first 18 presidents collectively enslaved nearly 2,000 Black people. We know what largely built this nation, and it wasn’t freedom.",2.7K,4K,13K
"Ibram X. Kendi
@ibramxk
·
Feb 16, 2023",2023-02-16T15:15:00.000Z,"""Black farmers who should have gotten relief from lawsuits say not all the settlements made it into their hands, resulting in rapid land loss, steep debt and a history of distrust in the [USDA] that left farmers behind.""

By 
@Ximena_Bustillo",24,96,253
"Los Angeles Black Worker Center
@BlackWkrCenter
·
Feb 14, 2023",2023-02-13T23:21:26.000Z,"Are you looking for a career that allows you to actively impact the Black jobs crisis and heal Black futures in Los Angeles?

We invite you to apply for the LABWC!

Please email your cover letter & resume to careers@labwc.org",1,9,19
"Ayanna Pressley
@AyannaPressley
·
Feb 13, 2023",2023-02-13T20:37:25.000Z,End Qualified Immunity.,53,158,912
"Black Women Radicals
@blkwomenradical
·
Feb 12, 2023",2023-02-12T01:08:23.000Z,": Toni Morrison and James Baldwin in 1986 at the Founders Day celebration, Schomburg Center for Research in Black Culture, New York City. Photograph by Hakim Mutlaq.

#blackwomenradicals #tonimorrison #jamesbaldwin",10,599,2.6K
"Artists of Colour
@artistsofcolour
·
Feb 13, 2023",2023-02-13T15:57:01.000Z,"ATLANTIC CITY, NEW JERSEY, James Van Der Zee, 1930 #blackarthistory",5,93,508
"Movement 4 Black Lives
@Mvmnt4BlkLives
·
Feb 13, 2023",2023-02-13T18:33:01.000Z,"Our future of Black love is queer. Queer as in capacious, subversive, and rejecting the status quo of scarcity and zero-sum thinking. Check out our various e-cards and send them to someone you care about! http://m4bl.link/BlackLove",5,15,56
"Black Lives Matter
@Blklivesmatter
·
Feb 13, 2023",2023-02-13T18:40:40.000Z,This is a very cool opportunity ,1,11,30
"Black Lives Matter
@Blklivesmatter
·
Feb 13, 2023",2023-02-13T18:39:07.000Z,"Justina Miles DID THAT    not just because she ate and left NO crumbs for Rihanna's performance, but she's also the first ever Black deaf woman to perform the ASL rendition of ""Lift Every Voice and Sing""",4,83,483
"No Comps
@NewBlackMan
·
Feb 9, 2023",2023-02-09T14:54:06.000Z,"Dr. Betty Shabazz, Dr. Dorothy Height, Shirley Chisholm, and Marian Anderson.

#BlackHistoryMonth",9,76,239
"Artists of Colour
@artistsofcolour
·
Feb 9, 2023",2023-02-09T19:50:01.000Z,"BROWSING THE WEB, Adesola Yusuf, 2022 #blackarthistory",2,124,588
"Renee Bracey Sherman
@RBraceySherman
·
Feb 8, 2023",2023-02-08T13:59:47.000Z,"As early as Friday, it could be easier to get Renaissance tickets than mifepristone, the first medication taken for one medication abortion method.",8,40,129
"Briahna Joy Gray
@briebriejoy
·
Feb 8, 2023",2023-02-08T02:59:46.000Z,Biden managed to say 'fund the police' and 'sorry about Tyre Nichols' in the same breath.,95,653,4.9K
"Elie Mystal
@ElieNYC
·
Feb 8, 2023",2023-02-08T03:00:35.000Z,"THE COPS WHO KILLED TYRE NICHOLS RECEIVED ELITE TRAINING SO GET OUT OF MY FACE WITH MORE TRAINING, COPAGANDA BULLCRAP.
#sotu",183,1.4K,10K
"blackness everdeen
@traceyecorder
·
Feb 8, 2023",2023-02-08T03:12:14.000Z,Cops in Memphis were texting pictures of his body after they beat him.,7,47,201
"Black Voters Matter Fund
@BlackVotersMtr
·
Feb 8, 2023",2023-02-08T03:02:33.000Z,"The entire policing system is broken and until we address the rotten foundation, any attempts to rebuild will be futile.",10,32,121
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T03:03:08.000Z,"Defunding the police would allow us to invest in  a system that prioritizes holistic, health-centered, community-driven approaches that will help advance true public safety. 

#sotu2023",12,18,93
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T03:02:10.000Z,"There is absolutely no reform that will overcome the reality that police are direct descendants of slave patrols. 

https://naacp.org/find-resources/history-explained/origins-modern-day-policing…",9,23,47
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T03:00:48.000Z,It’s 2023. Why are we STILL putting emphasis on police reform?,4,12,82
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T02:59:08.000Z,"Whether it’s extra funding that relies on police departments to “train” their department to be “better,” or it’s diversifying a police department in order for cops to “look like” the community – these types of reforms have proved to fail time and again.",7,14,74
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T02:58:11.000Z,"Incremental progress is too slow. Reform does not work – it never has, and it never will. 

#sotu2023",7,9,45
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T02:57:40.000Z,Tonight is a reminder of all the reasons why we need to #DefundThePolice.,19,27,104
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T02:56:36.000Z,"President Biden needs to do more – the consistent failure of our current public safety model to protect Black lives and communities is proof. 

#sotu2023",3,15,57
"Southern Poverty Law Center
@splcenter
·
Feb 8, 2023",2023-02-08T02:47:37.000Z,"Junk fees, from surprise medical billing to predatory banking fees, extract wealth from vulnerable people and people in communities of color.  

We support the President's action on junk fees. 

#SOTU2023

https://splcenter.org/our-issues/economic-justice…",,48,109
"Legal Defense Fund
@NAACP_LDF
·
Feb 8, 2023",2023-02-08T02:11:48.000Z,"At tonight's #SOTU, members of the Congressional Black Caucus are wearing black pins with the number “1870” on them, which marks the year of the first known police killing of an unarmed and free Black person that occurred in the U.S. 

https://news.yahoo.com/black-1870-pins-to-be-worn-by-congress-members-for-state-of-the-union-have-deep-significance-223538448.html…",8,137,203
"Black Futures Lab
@blackfutureslab
·
Feb 8, 2023",2023-02-08T02:25:47.000Z,"Yes, the unemployment rate is lower, & job growth is high, but inflation continues to be felt in the Black community, and we aren’t feeling the impact of economic growth. #sotu2023",1,10,26
"Black Voters Matter Fund
@BlackVotersMtr
·
Feb 8, 2023",2023-02-08T02:16:11.000Z,"December's jobs report may show positive trends overall, but the growing racial disparity in employment highlights the ongoing impact of systemic bias against Black workers. Policymakers must use all resources to support a fair and inclusive economic recovery for all. #SOTU",,14,41
"Black Lives Matter
@Blklivesmatter
·
Feb 8, 2023",2023-02-08T01:58:40.000Z,"Here's your regular reminder that police will never keep our communities safe.

#sotu2023",15,13,88
"BLACK ARCHIVES
@blackarchivesco
·
Feb 7, 2023",2023-02-07T16:56:26.000Z,"Photographs taken at the Savoy Ballroom in Harlem (1947) via Archive Photos/ 
@GettyImages",4,301,1.1K
"FOLLOW @YITTY
@lizzo
·
Feb 7, 2023",2023-02-07T18:44:24.000Z,Happy Black History Month,163,3.1K,33K
"Black Lives Matter
@Blklivesmatter
·
Feb 7, 2023",2023-02-07T20:35:01.000Z,"Shoutout to frontline organizers who have fought hard for every single life saved. 

We are so grateful for your work and know y'all won't stop fighting until we get to zero killings—because even one life is far, far too many for our communities.",11,9,36
"Black Lives Matter
@Blklivesmatter
·
Feb 7, 2023",2023-02-07T20:09:05.000Z,"“Until we start building a safety infrastructure that invests in root causes and in people, not in structures that are still killing people unjustly every day, we’ll never get to the genuine safety and care that all people deserve.”",2,9,36
"Joel D. Anderson
@byjoelanderson
·
Feb 7, 2023",2023-02-07T17:35:01.000Z,"“We made it our duty to put that photo in the eye of the media, and it became the traction of this case to the whole world."" 
@phillej_
 tells how activists in Memphis, armed with a photo of a badly beaten Tyre Nichols, took matters into their own hands.",2,12,38
"The CROWN Act
@thecrownact
·
Feb 4, 2023",2023-02-04T17:20:16.000Z,"It is Black History Month & we are here to showcase #BlackArt!

This painting was just so DOPE. The details, complexion, uniqueness are all so ethereal. The image shows just how versatile you can be with your CROWN. 

 Tiktok : Thepaintertony 

 #TheCROWNAct #BlackArt #BHM",7,27,111
"Black Lives Matter
@Blklivesmatter
·
Feb 4, 2023",2023-02-04T02:38:54.000Z,They voted for her unanimously to join the House Foreign Affairs Committee just to kick her out.,25,25,111
"Black Lives Matter
@Blklivesmatter
·
Feb 4, 2023",2023-02-04T02:38:55.000Z,We applaud Rep. Jeffries for assigning Rep. Omar to the House Budget Committee. Budgets represent values and we are excited to see how she will continue fighting for transformative justice for all.,6,4,62
"Black Lives Matter
@Blklivesmatter
·
Feb 4, 2023",2023-02-04T02:38:56.000Z,"It's clear to all who have known her and been lucky to work with her: 
@IlhanMN
 will not be silenced.",7,3,51
"Black Lives Matter
@Blklivesmatter
·
Feb 4, 2023",2023-02-04T02:38:55.000Z,"The House Foreign Affairs Committee will suffer without Rep. Omar's perspective as a Black woman, refugee, immigrant, and the only hijabi woman in Congress.",3,4,22
"Black Lives Matter
@Blklivesmatter
·
Feb 3, 2023",2023-02-03T03:37:14.000Z,Nichols deserved to live a long life. He deserved more time with his family. He deserved more sunsets.,20,41,151
"Smithsonian’s NMAAHC
@NMAAHC
·
Feb 2, 2023",2023-02-02T13:00:40.000Z,"#OnThisDay in 1897, Alfred L. Cralle patented the ice cream scoop.  

The newly patented design kept the ice cream from sticking and is widely used today. #BlackHistoryMonth #BlackJoy",34,948,2.5K
"Artists of Colour
@artistsofcolour
·
Feb 2, 2023",2023-02-02T13:07:01.000Z,"DEPARTMENT STORE, MOBILE, ALABAMA, Gordon Parks, 1956 #blackarthistory",11,262,1.2K
"Maurice Moe Mitchell
@MauriceWFP
·
Feb 3, 2023",2023-02-02T23:12:57.000Z,"Ironically, erasing 
@Mvmnt4BlkLives
 from the AP curriculum is more evidence for the essential role of Black movement today and yesterday.",8,23,87
"Black Lives Matter
@Blklivesmatter
·
Feb 2, 2023",2023-02-02T04:19:00.000Z,"""Black joy is a kind of currency, and when we learn to spend it recklessly, the results are glorious.""",10,8,62
"Black Lives Matter
@Blklivesmatter
·
Feb 2, 2023",2023-02-01T22:13:15.000Z,And to pick up their work from your local Black-owned bookstore.,7,19,95
"Big Freedia
@bigfreedia
·
Feb 1, 2023",2023-02-01T17:48:25.000Z,"This dream of mine has been in the works for a long time, I’ll be one of the first black hotel owners in New Orleans  will keep y’all posted on the official opening date, can’t wait to see y’all at Hotel Freedia ",328,2.3K,16K
"Black Lives Matter
@Blklivesmatter
·
Feb 1, 2023",2023-02-01T18:33:09.000Z,This is an excellent list ,4,6,34
"Black Lives Matter
@Blklivesmatter
·
Feb 1, 2023",2023-02-01T18:29:44.000Z,"This month and beyond, we remember the importance and work of our ancestors and those before us – but at the same time, we work together to move forward. To move in a bold, progressive direction in order to take our futures into our own hands.

Happy Black Futures Month, y'all!",10,34,100
"Black Lives Matter
@Blklivesmatter
·
Feb 1, 2023",2023-02-01T18:26:36.000Z,"We love mutual aid efforts and the folks at 
@haymarketbooks
 ",4,12,31
"Dr. Frank Leon Roberts
@DrFrankRoberts
·
Jan 31, 2023",2023-01-31T16:43:02.000Z,"Vintage Black Excellence:

Toni Morrison on the importance of leaning into the “discredited ways of knowing” that the ancestors left behind. 

Listen, and be transformed.",33,1K,3.3K
"philip lewis
@Phil_Lewis_
·
Feb 1, 2023",2023-02-01T18:06:23.000Z,"Activists demand justice after Anthony Lowe Jr., a 36-year-old double amputee, was shot multiple times and killed by Huntington Park police

He was undergoing a mental health crisis when he was shot, family said",21,552,1K
"Kathleen Newman-Bremang
@KathleenNB
·
Feb 1, 2023",2023-02-01T16:42:16.000Z,"the curriculum censorship and book bans in the u.s. are truly terrifying and extremely anti-Black. (Un)Banned is this year’s 
@r29unbothered
 BHM package, rolling out all month: https://refinery29.com/en-us/unbothered-unbanned…",2,45,78
"Haymarket Books
@haymarketbooks
·
Feb 1, 2023",2023-02-01T14:46:55.000Z,"Langston Hughes was born February 1, 1902, in Joplin, MO.",2,60,238
"Olayemi Olurin
@msolurin
·
Feb 1, 2023",2023-02-01T01:47:34.000Z,"As someone who is acutely aware of the fact that police kill someone everyday in this country, not much stuns me, but the killing of Anthony Lowe Jr. has truly floored me. This is a truly evil institution. He was a double amputee, he was trying to get away from them. Just why",144,2.2K,10K
"Rafael Shimunov
@rafaelshimunov
·
Feb 1, 2023",2023-02-01T00:23:07.000Z,"Police in California's Huntington Park say they were fearful for their lives, killing Anthony Lowe Jr with 8 bullets.

Lowe was a double amputee fleeing away from them, without his wheelchair.

He lost both his legs after a previous attack by Texas cops.

He was 36. A father of 2",259,5.3K,12K
"The Martin Luther King, Jr. Center
@TheKingCenter
·
Jan 30, 2023",2023-01-30T19:09:25.000Z,Human beings deserve to survive being pulled over by the police. Survival should be the bare minimum.,8,122,597
"Ben Crump
@AttorneyCrump
·
Jan 30, 2023",2023-01-30T19:19:15.000Z,"Memphis officials today revealed that a SIXTH officer involved in the traffic stop that led to Tyre Nichols’ death has been ‘relieved of duty.’ Ofc. Preston Hemphill violently pulled Tyre from his car, hit him on the ground with a Taser, then said, ""I hope they stomp his ass!""",190,1.1K,4.4K
"Black Lives Matter
@Blklivesmatter
·
Jan 30, 2023",2023-01-30T18:58:27.000Z,"Cops should not be treating those involved in traffic incidents and collisions like criminals.

Take action today:",15,18,66
"Eunisses Hernandez
@EunissesH
·
Jan 28, 2023",2023-01-28T05:21:04.000Z,"You can’t fix this because it’s not broken.

It’s working as intended. Our communities are seen as disposable.

The safest communities have the most resources not the most police.",40,514,2K
"Ben Crump
@AttorneyCrump
·
Jan 28, 2023",2023-01-28T16:51:01.000Z,"This is a GoFundMe for the family of Tyre Nichols — a father, skater, loved one who was brutally beaten by five Memphis police officers and who would later die of his injuries. Let’s offer some support to his family as they grieve th inconceivable tragedy.",71,646,1.2K
"Antonia Hylton
@ahylton26
·
Jan 28, 2023",2023-01-28T20:27:50.000Z,"Breonna Taylor’s mom, Tamika Palmer, shared that her daughter and Tyre Nichols were born on the exact same day: 6/5/1993.",191,7.5K,44K
"Dyjuan Tatro
@DyjuanTatro
·
Jan 29, 2023",2023-01-29T15:52:50.000Z,"It’s there’s 1 thing you take away from 5 cops murdering Tyre Nichols over a traffic infraction, it’s that all the reforms have failed. After Mike Brown & George Floyd & Breonna Taylor & body-cams & tasers & training & diversity & blah blah, police are killing more, not less.",35,534,1.2K
"Be A King
@BerniceKing
·
Jan 29, 2023",2023-01-29T03:42:17.000Z,"I think of this young lady often. 
She should be living her life. 
#BreonnaTaylor",138,1.9K,18K
"FOLLOW @YITTY
@lizzo
·
Jan 28, 2023",2023-01-28T05:46:24.000Z,"Just in case you need it: settings & support > settings & privacy > accessibility display & languages > accessibility > video auto play > select “never” 

So that videos on your timeline don’t automatically play without your consent",284,10K,46K
"#StopCopCity
@micahinATL
·
Jan 27, 2023",2023-01-27T20:41:23.000Z,"Police training is not and has never been the issue. The cop who murdered Rayshard Brooks received 2,000 hours of training, including sessions on de-escalation tactics, cultural-awareness training, and instruction on use of deadly force. Policing itself is the problem.",26,2.7K,13K
"Maurice Moe Mitchell
@MauriceWFP
·
Jan 28, 2023",2023-01-28T00:36:34.000Z,"Charging or jailing the killers is not enough. Justice is changing the conditions so no-one dies during a traffic stop.

Policing is fundamentally broken. Trading white officers for Black ones was never a solution.

If we're serious about public safety, we'll fund our communities",91,1.5K,5.7K
"Jerry Iannelli
@jerryiannelli
·
Jan 28, 2023",2023-01-28T00:17:12.000Z,"I don't understand how you can, almost 11 years after Trayvon Martin, still be the sort of person calling for more police-reform efforts like body-cameras. These guys did this to Tyre Nichols with all the cameras rolling.",444,11K,71K
"Black Lives Matter
@Blklivesmatter
·
Jan 28, 2023",2023-01-28T00:34:11.000Z,"The video is out. 

Please take care of yourself. We love you and we want you to feel safe, protected, and well.",22,91,270
"Vera Institute of Justice
@verainstitute
·
Jan 28, 2023",2023-01-27T23:29:20.000Z,"A young father, son, skateboarder, a photographer. This is who Tyre Nichols was.

He should still be alive today.",6,204,475
"Wesley
@WesleyLowery
·
Jan 27, 2023",2023-01-26T22:23:44.000Z,"since this will come up a lot in media coverage of Tyre Nichols in Memphis: while I get that it seems narratively significant that the officers are black. Statistically, it is unsurprising. In tracking police violence, we never found that race of the officer made much difference",265,4.5K,24K
"Human Rights Watch
@hrw
·
Jan 28, 2023",2023-01-27T23:40:37.000Z,"On January 10, Tyre Nichols died from a brutal police beating in Memphis following a traffic stop. 

Police in the US kill more than 1,000 people every year and people of African descent are killed at disproportionately higher rates than white people.",135,993,1.8K
"Ben Crump
@AttorneyCrump
·
Jan 27, 2023",2023-01-27T19:36:09.000Z,"The words of Tyre Nichols mom are heartbreaking, but so important. She is why we fight for #JusticeforTyreNichols! ",406,2.3K,8.6K
"Black Lives Matter
@Blklivesmatter
·
Jan 28, 2023",2023-01-27T23:45:04.000Z,"It is not radical or unheard of to remove police from traffic stops. In November 2021, 
@JimFKenney
 signed the Driving Equality Act which bans Philadelphia police officers from pulling drivers over for minor traffic infractions.",19,54,191
"Black Lives Matter
@Blklivesmatter
·
Jan 28, 2023",2023-01-27T23:50:50.000Z,"In Denver, police have been removed from responding to calls where individuals are experiencing distress related to mental health issues, poverty, homelessness, and substance use disorder. Instead, unarmed community professionals are dispatched to help.",14,36,107
"ACLU
@ACLU
·
Jan 28, 2023",2023-01-27T21:36:34.000Z,"Tyre Nichols should still be alive today.

We can and must urgently work towards transformational changes in policing to center accountability, care, and safety, including being safe from police violence.",59,417,1.2K
"Movement 4 Black Lives
@Mvmnt4BlkLives
·
Jan 27, 2023",2023-01-27T20:14:29.000Z,"Today a video of Tyre Nichols’ murder will be released. Do not share it. Do not traumatize our people further by putting it in front of us. We feel the overwhelming rage and grief without subjecting ourselves to a video of his life being taken.
To protect yourself online: ",28,1.1K,1.6K
"Brennan Center
@BrennanCenter
·
Jan 28, 2023",2023-01-27T22:46:20.000Z,Tyre Nichols should still be alive today.,1,56,214
"odette ✡︎ misses tbb & the xmen
@deathstarxo
·
Jan 27, 2023",2023-01-27T20:41:44.000Z,"Tyre Nichols was a photographer. This was his piece called Beale Street Magic. As someone that frequents Memphis, Beale street is known as a amazing place for all. This truly is magic, through his eyes. Through his lens. May his memory be a blessing and may he get justice.",120,8.7K,35K
"Samuel Sinyangwe
@samswey
·
Jan 27, 2023",2023-01-27T19:22:42.000Z,Police killed Black people at higher rates than white people in 48 states from 2013-2022. http://mappingpoliceviolence.us,285,601,1K
"Legal Defense Fund
@NAACP_LDF
·
Jan 27, 2023",2023-01-27T19:01:01.000Z,"Tyre Nichols loved to take photos of sunsets. He was passionate about skateboarding. His dreams and aspirations will not be realized because of a traffic stop by Memphis Police Department officers. 

Let us lift him up.",2,136,367
"COLONIALISM IS FALLING, PALESTINE WILL BE FREE
@BreeNewsome
·
Jan 27, 2023",2023-01-27T15:16:05.000Z,Diversifying the police force doesn’t end racism because racism is inherent to the organization of the institution & its daily operation. Racism is what policing is,1K,9.5K,38K
"Haymarket Books
@haymarketbooks
·
Jan 27, 2023",2023-01-27T18:37:17.000Z,It’s still defund and abolish the police,11,698,2.6K
"Haymarket Books
@haymarketbooks
·
Jan 24, 2023",2023-01-24T19:50:08.000Z,"If you are a high school student in Florida, we will gladly send you a copy of 
@KeeangaYamahtta
’s From #BlackLivesMatter to Black Liberation for free",20,1.8K,3.5K
"The Center for Cultural Power
@CultureStrike
·
Jan 28, 2023",2023-01-27T21:40:11.000Z,"#BlackLivesMatter. 

The loss of yet another beloved member of our community is heart-wrenching and unwarranted. #TyreNichols was a free spirit who skateboarded, made his mother proud, and was a passionate landscape photographer.

Today we speak his name with love.

Video: 
@BET",,17,44
